,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,sound#mean,sound#min,sound#max,sound#std
1276,9.82497088916,9.80569381578,9.84651875502,0.013205985795,0.00179033233863,0.0,0.0026093544661,0.000889580881587,45.1535714974,45.1535714974,45.1535714974,4.21400507857
1285,9.79867206093,8.34143312494,10.9040038379,0.436915609602,0.100363079279,0.0054318044138,0.401231548495,0.0511741232922,,,,
1295,9.81101558783,9.46629285682,10.4167340308,0.248666583459,0.0195277601841,0.008319981447,0.059244414232,0.0121380945141,79.9625701426,79.9625701426,79.9625701426,0.31817671712
1318,9.82134795037,8.69876297922,11.1723510655,0.374219209823,0.0689037525344,0.0105455803926,0.200275386417,0.0370283934395,,,,
1336,9.81343765071,9.78360893362,9.87111243088,0.0162148318353,0.00169935726619,0.0,0.00439219797996,0.000831298074228,,,,
1341,10.2761140932,5.50886067961,17.477403777,1.21576651026,0.775110989315,0.0361719638421,2.22869949045,0.499101469765,,,,
1346,9.72721242593,8.70227836614,10.680039943,0.315705465451,0.0226221336321,0.00150651150341,0.0804962164938,0.0162749329082,,,,
1350,9.94090272055,9.3768702423,10.6530022525,0.266755277749,0.0195321633653,0.0031957934,0.0397587745633,0.00993367315669,81.8716144175,80.7779642423,82.9652645927,1.54665491029
1360,9.80963695164,8.64140930843,10.5006060023,0.428714912844,0.0165871990255,0.0054318044138,0.0374058032534,0.0081186770183,83.4286780189,83.4286780189,83.4286780189,1.71443431505
1366,12.9426508269,3.77565948443,20.4462378272,5.22659162726,2.10623356042,0.515117870336,4.60585348448,1.03191135756,86.1444567351,85.9201333863,86.368780084,0.317241122322
1373,9.81497303557,9.774200253,9.85219464653,0.0156773312194,0.00165525711285,0.0,0.00353308255853,0.000797275636538,,,,
1377,10.082704857,8.07922059152,13.0006022701,0.466114123519,0.305411081638,0.00583469378102,1.36566115248,0.265099180041,,,,
1380,9.90308399663,9.20043752262,10.8810734517,0.38328388495,0.101518220839,0.0097633104128,0.213587508987,0.0527009759552,89.4352193,89.4352193,89.4352193,1.71443431505
1381,9.76972708214,9.32919771738,10.2037351459,0.236711416292,0.0273027662727,0.00353308255853,0.0636400805664,0.015108155122,,,,
1387,9.81649758159,9.78039725288,9.86291504521,0.0157653442958,0.00154610428151,0.0,0.00336866203565,0.00076330175549,,,,
1390,9.77609375918,9.4693743802,10.2350376585,0.19697067321,0.0275770580651,0.00760750969412,0.0645166914317,0.0168171902862,77.1031115435,77.1031115435,77.1031115435,3.33338187686
1391,9.81399744661,9.76574449773,9.85576955989,0.0172955854031,0.00164112693083,0.0,0.00301302300683,0.000681993946252,,,,
1410,9.82731073226,9.80343880635,9.86113331063,0.0150616392094,0.00146062308072,0.0,0.00238200383602,0.000700149537648,46.4443858947,46.4443858947,46.4443858947,4.21400507857
1420,9.79378656583,9.52855947553,10.1616220202,0.148809060636,0.0314434899328,0.0031957935,0.161727354115,0.0289575566927,,,,
1430,9.7869195906,9.36909154193,10.1973880084,0.202117964504,0.0223841740859,0.0010652645,0.0572573460527,0.0131359319779,,,,
1456,9.8288880946,9.76706306399,9.88586848017,0.0295193869414,0.00382215594141,0.0,0.00970502097753,0.00303967126683,,,,
1459,9.87703114921,9.75424754767,9.98320289502,0.044392661907,0.0120939747651,0.0010652645,0.0790093084207,0.0108211712839,,,,
1467,9.8752219366,6.88466360954,12.5929368102,1.12429462249,0.0202209290438,0.00464338016599,0.0386442917796,0.0148227633218,89.7481414788,89.7481414788,89.7481414788,1.08027659736
1468,9.82148276932,6.63647613657,12.4446954988,1.12477856284,0.173489028147,0.0110191811385,0.815993246198,0.135954568899,,,,
1474,9.80813465952,9.77649373004,9.85475092037,0.0178444014314,0.00177918762477,0.0,0.00398585470511,0.000797220594244,,,,
1482,9.818156587,9.77198836117,9.84967109983,0.0153933466885,0.00170789819469,0.0,0.00336866203565,0.000751166422599,,,,
1501,9.82696441841,9.80264929314,9.86314599194,0.0155045989864,0.00139928488599,0.0,0.00238200383602,0.000588386416637,48.2550401114,44.296876961,52.2132032618,5.59768800941
1503,9.81511473171,9.77290681191,9.86517801829,0.0165663364128,0.00171796975371,0.0,0.00398585470511,0.000719332206527,,,,
1505,9.81563264522,5.51447636755,17.4232504969,1.64023571585,0.20622043059,0.0138484380154,1.00693470181,0.180126177096,,,,
1527,9.79805281162,9.1350923118,10.4853608128,0.294143398872,0.0143844708231,0.0031957935,0.0299223666864,0.00850603044862,76.2995936752,76.2995936752,76.2995936752,8.75983027261
1531,9.82295858085,9.02211129978,10.4729996108,0.344452064788,0.0139302886454,0.0018450922375,0.0205184418373,0.00741836073619,,,,
1534,9.9962866793,7.91779788356,13.1593794889,1.14440778968,0.0541083912102,0.0143316676254,0.0749025610551,0.0211760181361,82.1841439264,82.1841439264,82.1841439264,0.335840987954
1547,9.81105227074,9.76330425826,9.8591011492,0.017338102926,0.00164034473842,0.0,0.00336866203565,0.000711430870387,,,,
1553,9.76543194249,9.72423881636,9.80664058469,0.0209652740611,0.00163684931023,0.0010652645,0.002130529,0.000458541852696,,,,
1558,9.80556236244,9.48837991264,10.1157888508,0.134879528367,0.0184794126962,0.00573662483998,0.0493827933854,0.00817441008516,,,,
1559,9.81504109783,9.77504168946,9.8555867876,0.0150476456935,0.00166977786497,0.0,0.00398585470511,0.000811498024225,,,,
1560,9.81493298745,9.65629401837,9.8520934095,0.0393235706511,0.00188581227193,0.0010652645,0.00336866203565,0.000745925162261,52.4856419167,52.4856419167,52.4856419167,0.488057137145
1573,9.64209626782,7.67099581319,11.5933293727,0.977553478665,0.0122781727332,0.00384086569348,0.0245242309027,0.00646814787388,79.9625701426,79.9625701426,79.9625701426,0.31817671712
1582,14.0079007439,2.73653333392,63.3188837597,8.56976290428,2.57425704501,0.269250735741,6.26423818,1.16166607844,,,,
1587,9.83211022285,9.78922302155,9.86586789494,0.019728489403,0.00150369124773,0.0010652645,0.002130529,0.000414505692941,,,,
1588,9.76904565066,8.88471191569,10.625688018,0.419922474256,0.0732865305393,0.0344527021824,0.144011772948,0.0484515085875,89.2272689059,89.2272689059,89.2272689059,
1589,9.76652036246,9.15743810846,10.3364252369,0.174915935769,0.0468306258404,0.0026093544661,0.171086907287,0.0283747126541,,,,
1601,9.83892437904,9.5154455734,10.1938400811,0.160080745221,0.202714485302,0.0142124005513,0.624062249056,0.224029320588,,,,
1605,9.97420132585,5.38618670326,17.0119279447,1.70498163412,0.325216174361,0.0149516994365,1.79542982457,0.247823096748,,,,
1606,9.81592185912,9.76800824428,9.86171101488,0.0173888188484,0.00146184080253,0.0,0.00301302300683,0.000718497517441,,,,
1617,10.0014523071,6.72769000038,12.7501241801,1.04239482305,0.211004347672,0.0581521201327,0.303443335218,0.102303084272,83.0016488858,82.1408058045,83.8624919671,1.21741596067
1629,9.86287230477,4.90877637319,17.5614873252,1.7134457851,0.1501193713,0.0149516990803,0.787089191057,0.125865149371,,,,
1638,9.8133537408,9.7755342632,9.84250872009,0.0130479956547,0.00153681100255,0.0,0.00398585470511,0.000789637064171,,,,
1641,10.020693815,8.22783177402,12.66055486,0.998337015049,0.0640197558855,0.0191154873133,0.11093592494,0.0258799253969,81.421932446,78.2486926675,84.5951722244,4.48763873136
1648,10.111052811,9.46546204782,10.6298681324,0.320069488853,0.26354988824,0.0451953447725,0.464955916114,0.197839312068,78.0974436836,71.9033082958,84.2915790714,8.75983027261
1655,9.74770875946,9.37792029636,9.99931885021,0.17007529722,0.0100076009529,0.00439219797996,0.0175687912407,0.00367514052569,77.1285354494,77.1285354494,77.1285354494,2.28180486507
1673,9.85378047275,9.81180744841,9.87734034564,0.016802681056,0.00246006773712,0.0,0.00656673110867,0.00246019184451,,,,
1674,9.80434004262,9.77983510219,9.8362660368,0.0153218744439,0.00163359490022,0.0,0.003690184475,0.000932384977889,,,,
1676,9.81001792647,7.53894402893,11.9320638886,0.929655438936,0.0982036115488,0.0397159369489,0.194853142447,0.0552178260213,75.2339045952,74.3550738642,76.1127353261,1.24285433874
1682,9.89696881598,7.58226553184,11.5013379036,0.804229854112,0.0516932200144,0.0160144362514,0.114360985311,0.0414962682248,81.9169282736,80.9579524703,82.8759040769,1.35619658703
1689,9.81596046345,9.75992052026,9.85702158309,0.0169854162585,0.00154857160632,0.0,0.0048816552064,0.000811498377274,,,,
1692,9.79480592427,7.92028756609,10.8711930962,0.402819153758,0.1939301273,0.0780338018792,0.568569864013,0.0742093099219,,,,
1699,9.9205642635,6.61158709239,14.449062614,1.0273492546,0.23647542307,0.0135166909887,0.661372244795,0.140833997835,,,,
1706,9.81548202655,9.78151968434,9.86038530437,0.0159330500894,0.00161230638778,0.0,0.003690184475,0.000741965146612,,,,
1713,9.81794232413,8.34557594214,10.9924141888,0.537806059434,0.0424519051606,0.027655873379,0.0610555481729,0.0170222794169,86.1207763267,86.1207763267,86.1207763267,2.83569524493
1715,13.410376972,2.48274474693,63.8862926457,8.58295445627,2.417728773,0.526599523654,5.84066077381,1.08891844768,,,,
1736,9.7820710687,9.49872183247,10.044718658,0.152418843625,0.0142790457448,0.00238200383602,0.0282043729038,0.00626333008133,,,,
1752,10.1243192118,8.21884294796,12.5928826433,0.55415748774,0.21774592621,0.0103281220239,0.607975814531,0.124263084887,,,,
1754,9.81841089219,9.75819219323,9.86831488957,0.0189495815527,0.00228832698338,0.0,0.00621150583184,0.00106347555659,,,,
1765,9.67839106482,8.30434442852,10.7174756527,0.61086421202,0.0197014859234,0.00439219805272,0.0539301653872,0.0140473533749,78.0585419203,78.0585419203,78.0585419203,1.00956630371
1766,9.85559961472,9.82226061219,9.87730804536,0.0156258779215,0.00191417505796,0.0010652645,0.00384086569348,0.000846038036938,,,,
1785,9.89846444173,8.68629468141,11.1764445396,0.436578238605,0.0343299779754,0.0218314249877,0.0545785630451,0.0097273568348,88.2508908422,88.2508908422,88.2508908422,
1786,9.84098797185,9.80973081806,9.8721354624,0.0202112811802,0.00145712341516,0.0,0.00238200383602,0.000701072954558,,,,
1792,9.81575785496,9.77902236109,9.85466366963,0.0166035037405,0.00153616330804,0.0,0.0031957935,0.000715842360792,,,,
1797,9.85017992136,9.81984067071,9.87153776276,0.0125246687616,0.00169060239159,0.0,0.00336866203565,0.00101982994855,,,,
1802,9.81350760742,9.76930606122,9.85696430175,0.015395174563,0.0017056950948,0.0,0.00398585470511,0.000654605951416,,,,
1803,9.81574628001,9.7862660799,9.84991159559,0.0144388195376,0.00158453712188,0.0,0.00353308255853,0.000614351384389,,,,
1817,10.8810587238,3.12713857569,22.0841386654,4.53239497889,2.27455880464,0.681947329248,3.67896293854,1.27031754432,,,,
1818,12.1556076504,3.57401827715,28.00790071,5.69241615272,2.43860921352,1.17492534827,4.28493919304,0.88947977253,89.7676295577,89.7676295577,89.7676295577,
1823,9.772969758,8.68945378768,10.6995345126,0.362217607578,0.154623978568,0.152183751955,0.157064205181,0.00345100157137,81.5850724486,81.5850724486,81.5850724486,8.75983027261
1840,9.98888823131,9.12920975177,11.7075563043,0.594490952185,0.128123179469,0.0505299304505,0.301552642629,0.0735172528969,83.9434049421,83.9434049421,83.9434049421,1.61294747929
1842,9.76235723996,6.45882189547,11.1127877801,1.06446874895,0.0791226317633,0.0216487327865,0.143881698974,0.0360876223815,83.4286780189,83.4286780189,83.4286780189,1.71443431505
1859,9.92440352244,9.47891966003,10.4004854271,0.223993814704,0.0151943828404,0.00439219797996,0.0394723258657,0.00936957617855,83.7074428662,83.7074428662,83.7074428662,0.805546664026
1867,9.82523355484,9.78185627577,9.84741615099,0.0154970710226,0.00127790856448,0.0,0.00238200383602,0.000657567732895,47.2345567204,47.2345567204,47.2345567204,1.6616520576
1885,9.7984161512,8.25500665979,11.6041228047,0.329524482974,0.324446433092,0.0018450922375,1.97087000316,0.381409063252,,,,
1886,9.81657003261,9.77545077656,9.85179383736,0.0151157720485,0.00160446975262,0.0,0.00398585470511,0.000789789141227,,,,
1891,9.80040708841,9.49327343782,10.0514668194,0.154313051756,0.0164184742752,0.002130529,0.031546940268,0.0071673840224,,,,
1892,9.8618236847,6.48340449038,12.3080713728,1.38401226128,0.0573325019281,0.0155470225792,0.137522299457,0.0416745738329,82.0760744191,82.0760744191,82.0760744191,3.89524019975
1899,9.81333048579,9.77393634128,9.84727244354,0.0155227885273,0.00162223021256,0.0,0.00353308255853,0.00073618319522,,,,
1904,9.81325229313,9.76358394208,9.85327128987,0.0161806812968,0.00164515152784,0.0,0.00439219797996,0.000732294069568,,,,
1905,9.93230141696,7.3672709679,13.3726407636,0.771881370882,0.218249964003,0.00398585470511,0.842764909316,0.166739468595,,,,
1925,9.80873738299,9.77161029312,9.84501567991,0.0156683417075,0.00150976933254,0.0,0.0031957935,0.000758539369607,,,,
1935,9.83394555961,9.11550887165,10.576943413,0.379694228615,0.0241426805498,0.0214380330185,0.0290955686848,0.00290485051211,89.5349242904,89.3061695917,89.763678989,0.323507997246
1939,10.0287048218,9.41116469733,10.7013727207,0.288727759817,0.379711381578,0.356209533431,0.403069933778,0.0161836655058,74.5378028148,74.5378028148,74.5378028148,1.43315798887
1943,9.82888768413,9.79293741119,9.86719222613,0.0176919258862,0.00128176114356,0.0,0.0018450922375,0.00052056172016,42.4114786241,42.4114786241,42.4114786241,
1965,10.7704929643,3.55512607886,24.712493563,4.83555069475,2.39488120327,1.454016104,4.21959807219,1.12553163729,,,,
1967,12.89779945,1.69158521,62.0049893317,7.98595675127,2.41394484357,0.487234785118,5.9252382193,1.03900703471,,,,
1987,9.90936095685,8.84141461786,10.9797966478,0.214934343247,0.214396319741,0.00238200383602,1.35444717583,0.332021337093,,,,
1989,9.7761718517,9.34554532279,10.1855755211,0.192200269652,0.0171170338924,0.00150651150341,0.0515416294338,0.0116756725207,,,,
1996,9.78725580769,9.33870079782,10.1814806083,0.185555186274,0.0163642424879,0.0026093544661,0.0390968019144,0.00786295186832,,,,
2018,9.97285317871,8.20217287169,11.7527594093,0.74762883769,0.0732303442008,0.0424638510642,0.0961456492291,0.0143834972386,79.3406576432,79.3406576432,79.3406576432,
2020,9.81239673077,9.06392601046,10.7249591569,0.383610466207,0.00958150094146,0.00621150595189,0.0116693879272,0.00294617881573,,,,
2022,9.84164529551,9.80059186811,9.88312379951,0.0209467273776,0.00179525079781,0.0010652645,0.0026093544661,0.00060784254984,,,,
2023,9.80866387759,9.77420787691,9.84111826111,0.0156993305059,0.00149418451559,0.0,0.00336866203565,0.000717763581339,,,,
2024,9.81751243124,9.45101994217,10.2466759472,0.229322968369,0.0269431090884,0.00782806292201,0.071571186989,0.0204628720758,89.2170551589,89.2170551589,89.2170551589,0.805546664026
2030,9.8168858812,9.78751737943,9.84630219108,0.0142288012597,0.00168771728969,0.0,0.00336866203565,0.000708187297692,,,,
2033,9.78775616965,9.43867170849,10.1319186978,0.201026392116,0.0156169017706,0.0026093544661,0.0323637096676,0.00723139747717,,,,
2039,10.016936059,8.04666851377,12.0987695619,0.591469977769,0.13598770605,0.00910162345641,0.370790090536,0.0730231331237,,,,
2040,9.80691202728,9.76308327956,9.8424330088,0.0195098713788,0.00162772175578,0.0,0.0026093544661,0.000846697779736,,,,
2041,9.81595232831,9.78020318158,9.85692039552,0.0163154628248,0.0016278512183,0.0,0.00439219805272,0.000801105376816,,,,
2056,9.78622298475,5.89789401405,14.4633496431,1.32439863755,0.147714286119,0.01137391177,0.592331133066,0.120973949703,,,,
2063,9.81376270545,9.77560968638,9.85065942366,0.0153413997007,0.00153336853501,0.0,0.003690184475,0.00071746464913,,,,
2075,9.79830504384,9.47314839593,10.1130117235,0.174141238959,0.0414028898142,0.012331327998,0.0869284520582,0.0163909457122,,,,
2077,9.90141745109,8.63676669881,11.1650980196,0.703290535972,0.0254097597099,0.0113239166349,0.0453207136576,0.0177311728168,87.0994465004,87.0994465004,87.0994465004,1.08027659736
2090,9.79925047537,9.20084793848,10.2785801846,0.0417136869631,0.00165540072464,0.0,0.0117662304833,0.000926732573361,,,,
2092,9.72764626513,8.70450802653,10.671484403,0.284038585188,0.0098835198517,0.0,0.065016047326,0.00841987908259,,,,
2108,9.83611335119,9.75003720439,9.90907774284,0.0437693115437,0.0053798642063,0.0018450922375,0.0081824515851,0.00180449337541,,,,
2114,11.5546470728,3.63562671849,17.4467388187,4.4453749493,2.33679434736,0.56709302613,4.84985192278,1.2774895827,85.4914692839,85.4914692839,85.4914692839,
2117,9.84153439212,9.8042427267,9.86761654548,0.0162701488671,0.00169780820946,0.0,0.00353308255853,0.00102513211266,,,,
2120,9.8154890898,9.77415186969,9.84631274282,0.0155492002574,0.00159151813733,0.0,0.00353308255853,0.00078601225061,,,,
2127,9.84244162202,8.6235453115,14.8104605804,0.632793772317,0.362581904506,0.0245473541347,2.01901311476,0.369863471806,,,,
2128,9.81235622692,9.76343848704,9.86044627178,0.0176752809272,0.00160731277262,0.0,0.00353308255853,0.0007839257713,,,,
2133,9.80211582827,9.42189434107,10.1380726106,0.206174728553,0.0144807562697,0.00238200383602,0.0320642838973,0.00626092764245,,,,
2134,9.82206489591,8.43325849866,11.2107517742,0.332113422986,0.0901238313895,0.0018450922375,0.687637041746,0.0936321453896,,,,
2149,9.81132033036,9.77569177883,9.84954262939,0.0149699882595,0.00157693715516,0.0,0.0031957935,0.000721913477773,,,,
2158,9.829993471,9.80119525145,9.86108875821,0.0185775646919,0.00153011908824,0.0,0.00238200383602,0.000549359751369,,,,
2163,9.87569290425,9.60680094728,10.1722431573,0.157697974354,0.0357284166167,0.0133901665535,0.0624157679381,0.0157407713901,73.6665899983,72.6531942659,74.6799857308,1.43315798887
2167,10.0147013936,6.71944581639,13.3048017736,1.80571235064,0.0761047706175,0.0218314249877,0.12202278111,0.0312291800611,66.9738838053,66.9738838053,66.9738838053,
2169,9.81553707058,9.77636972149,9.85479861708,0.0156090045772,0.00165398347389,0.0,0.00353308255853,0.000705945453919,,,,
2181,9.86310789537,9.83050096202,9.91981047114,0.0195508659215,0.00146343208504,0.0,0.0031957935,0.00103022468173,,,,
2184,9.78243360928,7.89248013888,11.6067191009,0.679667422565,0.0885276587098,0.0097633104128,0.235736554859,0.0527325217639,,,,
2188,9.79600379875,9.45344009889,10.1402837125,0.192931942394,0.0138343537032,0.00150651150341,0.0293286474363,0.00587852869607,,,,
2202,9.81367065562,9.77300469033,9.86160733248,0.0170748860354,0.00166976692345,0.0,0.003690184475,0.000826109103502,,,,
2207,9.83696716374,9.75038782171,9.93840897784,0.0466852354374,0.00437172817207,0.0018450922375,0.0100496846319,0.00259616073543,,,,
2219,9.87835705032,9.05754615456,10.8064091913,0.429096572717,0.0218215006336,0.00439219805272,0.0459300709393,0.0127315970238,84.2740730736,84.2740730736,84.2740730736,0.660822464658
2221,9.81720904175,9.77896169198,9.86894243726,0.0171613885451,0.00161302974079,0.0,0.0031957935,0.000748398168613,,,,
2222,10.1742737168,1.98477042764,17.5306338307,3.03734324428,1.64162659298,0.778264449511,3.14748807891,0.899331118535,,,,
2240,9.81667100949,9.7804686091,9.85091778851,0.0157773923006,0.00158892707365,0.0,0.00336866203565,0.000736564150197,,,,
2243,10.0164850021,9.08212484254,10.924717313,0.552568564094,0.0891728727073,0.0486418927844,0.177950187748,0.0388193043796,83.881603711,81.9215073217,85.1020715991,1.71443431505
2246,9.76185224798,9.43593057186,10.0378288692,0.140336663875,0.0222704648817,0.0113239166349,0.0296939483529,0.00573885773853,76.2428191015,76.2086831185,76.2769550846,0.0482755702109
2250,10.7592659564,2.49261040323,43.8742183223,6.75449234257,1.96720277682,1.31394136807,2.90293340712,0.741709412311,,,,
2254,12.3842475709,2.42839840332,51.7913569491,7.77152063767,2.2522398722,0.458477241219,5.1342237405,0.852120390909,,,,
2262,9.80227472073,9.40649201632,10.1439495524,0.147466130278,0.0176725409355,0.0010652645,0.0470287413248,0.0127493438398,,,,
2263,9.81576418343,9.17306280155,10.4071835189,0.331380482631,0.067738858223,0.0297130497293,0.124024413223,0.0403021394062,75.8408262142,75.8408262142,75.8408262142,2.83569524493
2283,9.84934497377,9.40186801792,10.1357287007,0.172890618675,0.0189056129292,0.00647975068954,0.0353629303307,0.010783017843,83.5391796117,83.5391796117,83.5391796117,1.54665491029
2296,9.8696484969,8.8857312369,10.5274128801,0.460958819221,0.0226224132153,0.00858843696911,0.0501580088764,0.014567912077,90.0690038688,90.0690038688,90.0690038688,
2317,9.81529420946,9.76716938341,9.85457990828,0.0166196851999,0.00151519011415,0.0,0.0031957935,0.000731383237877,,,,
2319,9.77941094067,6.50466084102,13.7647323379,1.71915964775,1.03656230268,0.421459865546,2.34990894928,0.613737482342,,,,
2330,9.83882833231,9.8084736571,9.87554360849,0.0160862973096,0.00182177900211,0.0,0.0026093544661,0.000751956808123,,,,
2349,9.78168303811,6.65504999797,15.2716919772,1.92835414762,0.0707428188984,0.00673732397644,0.270908281935,0.0632406038244,66.9738838053,66.9738838053,66.9738838053,
2350,9.78602609416,9.37267685633,10.2003154056,0.124715926677,0.0167205509671,0.00150651150341,0.0748798325052,0.0119208273958,,,,
2357,9.86801931926,9.3820311553,10.4347449256,0.219636025026,0.0194988503707,0.00804257047232,0.0626426218007,0.0151083829325,,,,
2362,13.4791115091,2.93467253979,60.8559200659,8.40260264497,2.41917618016,0.495270072349,5.81815481884,1.04964423357,,,,
2381,9.80856649281,9.47011585267,10.1450465574,0.192866169424,0.0132940598415,0.002130529,0.032258343008,0.00560598768562,,,,
2389,9.77667749256,8.70760262095,10.9978987583,0.335596693093,0.100227008712,0.00916375128269,0.472450487084,0.0938757295775,,,,
2395,12.8042374761,1.19240740118,44.4746407634,8.58250335068,2.54323095431,0.585152198289,4.81579717739,1.00517787698,,,,
2400,9.78288365541,9.39381693128,10.3350918086,0.23550693082,0.0267677653592,0.0181408000184,0.0361876463027,0.0055456683357,76.0088424267,76.0088424267,76.0088424267,0.123906355309
2402,9.81102664334,9.78237197811,9.84232271681,0.0132930699003,0.00178268659806,0.0,0.00398585470511,0.000789282331056,,,,
2412,11.2922875725,3.70665303415,28.4693764691,4.91674044491,1.59382331778,1.39348722787,1.75089401659,0.182589221222,,,,
2417,9.87158692495,7.67719861268,12.0493833599,0.719752611084,0.203464984951,0.105170251202,0.671168179549,0.0970609460656,,,,
2425,9.83133753591,9.71371552601,9.89773691815,0.0427485738108,0.00420409554264,0.0018450922375,0.00982125284166,0.00268502334757,,,,
2455,9.81235464525,9.76232796234,9.84256652235,0.0148897362468,0.00165330744321,0.0,0.00398585470511,0.000770964575298,,,,
2457,9.83324102761,9.78186763234,9.8941360625,0.0169947157295,0.00174925740485,0.0,0.0054318044138,0.000798092030625,,,,
2458,10.0831156065,8.12464216753,16.1904557417,1.27675523402,0.0658266818953,0.0176654116771,0.188253658593,0.0699974079056,81.3265185072,81.3265185072,81.3265185072,2.16007970066
2462,10.3197367573,7.4888735233,12.9432000178,0.95975448413,0.138183632379,0.0346497620575,0.257232142262,0.071812591725,80.3848190079,80.3848190079,80.3848190079,1.34416379903
2469,9.77856712681,7.33620166474,12.3261360402,0.944037652431,0.13812351958,0.023867629785,0.517734953557,0.0945814938115,,,,
2474,9.81769493493,9.77063897975,9.86164387938,0.0157749646154,0.00177064233436,0.0,0.00336866203565,0.000793964046919,,,,
2481,9.81465290418,9.76479150506,9.8592950482,0.0176931460921,0.00187473311682,0.0,0.00398585470511,0.000738622529915,,,,
2504,9.81698383244,9.76247394785,9.86176943115,0.0163750257137,0.00171138419563,0.0,0.00398585470511,0.00077458793538,,,,
2509,9.84701667263,9.71898968363,9.98771681716,0.0718307187664,0.00512568218358,0.0018450922375,0.0103281220239,0.00267993999097,,,,
2510,9.79418649106,6.25450611252,13.1044733725,1.27989810433,0.199066805429,0.0348294241368,0.856147933407,0.152327200802,,,,
2515,10.0568469794,7.76697381697,13.5073702402,0.865876919697,0.30348067954,0.00499653327126,0.97890092418,0.193633691215,,,,
2531,9.85083675771,7.09193942411,15.3952112958,1.45220496821,0.205175634255,0.0250507086161,0.70136236014,0.125804102204,,,,
2537,9.78506513086,9.33969116694,10.2032058655,0.201515492527,0.0225016393856,0.00238200383602,0.058792561363,0.0151321197271,,,,
2551,9.81682861565,9.759194152,9.85205617252,0.0159140808384,0.00170097620865,0.0,0.00384086569348,0.000766873876765,,,,
2552,9.89359055224,7.8101246275,12.8436744632,0.748307904498,0.130479315945,0.00439219797996,0.449926383855,0.0907717446303,,,,
2563,9.80899459631,9.49513661599,10.1032935181,0.156022573482,0.0147954870631,0.00476400767203,0.0248688491468,0.00528880004241,66.2941938591,66.2941938591,66.2941938591,4.1029974089
2571,13.0435382085,2.89076855718,28.1668926351,5.39384639894,2.17361404883,0.128049036411,3.70256656971,0.945916062123,,,,
2583,9.81063296285,9.78471245686,9.84581635981,0.0168082452853,0.00118027355869,0.0,0.0026093544661,0.000717922053842,,,,
2593,12.7264785022,2.52655109121,42.8061474547,8.31848377772,2.38029295386,0.233725429679,4.38067065618,0.98193519421,,,,
2594,9.81684943797,8.86481792617,10.8840796361,0.304307577635,0.0511484364579,0.0048816552064,0.369325810043,0.0510925877185,,,,
2595,13.0205825885,3.7377999333,36.8880178107,7.35336368359,2.20496276841,0.824499538425,4.00052072265,0.927430892661,,,,
2602,9.82320427248,9.78281218008,9.86653175306,0.0193017359856,0.00164646955326,0.0,0.00353308255853,0.000762464408423,,,,
2605,9.78872051064,9.17148000041,10.582870192,0.273740069336,0.0415887181609,0.00573662470999,0.156771319966,0.0237088866766,,,,
2611,14.1570936033,3.44148029921,38.8025166045,9.74144213216,2.77317767912,0.479367844759,4.80463638505,1.31661551474,87.345563645,84.9653520707,89.7257752192,3.36612748963
2617,9.84351930041,9.80621074972,9.8840180892,0.0179905673251,0.00198214944139,0.00150651150341,0.0026093544661,0.000527607346607,,,,
2625,9.69507671737,6.60901537995,10.8896555209,0.893321477253,0.026983158872,0.00543180427652,0.0708540997809,0.019336528506,86.8559518292,86.8559518292,86.8559518292,1.71443431505
2631,9.89367321183,9.45727654518,10.3508759179,0.100381993148,0.0727038602563,0.0010652645,0.347155277214,0.0768985633317,,,,
2636,9.80466861778,9.37173672373,10.2406197314,0.201589193879,0.022083779457,0.0018450922375,0.0687570229413,0.014567877535,,,,
2644,9.89069157319,7.9093449665,10.7878428701,0.624143704005,0.0374237463421,0.0193514895153,0.0560150876393,0.013757617132,66.802713165,66.7411945264,66.8642318036,0.0870004930358
2647,9.81678943431,9.77207459015,9.85815488346,0.0173056756624,0.00164631924683,0.0,0.00439219797996,0.000837438678918,,,,
2653,9.88931906499,7.46900395609,12.7778801659,0.612574971611,0.0892479105917,0.0031957934,0.615355987601,0.117648116916,,,,
2655,9.81605346546,9.78359077082,9.84514231713,0.0160808721656,0.00184960692386,0.0,0.00398585470511,0.000745996496977,,,,
2662,9.8201076729,9.22377886075,10.3391108597,0.246461888247,0.0431801551022,0.0101059858856,0.156695293567,0.027448248159,,,,
2665,9.80008597826,8.80154221751,11.2289788516,0.313935915513,0.0385663146595,0.00398585470511,0.138734081792,0.0268170875889,,,,
2671,9.79781728925,9.12252777616,10.9109757898,0.222921112596,0.0547656091792,0.0026093544661,0.355421778786,0.0410484291547,,,,
2681,9.7757841541,9.45905919519,10.1441686107,0.168072793878,0.0187661277537,0.0,0.165771037725,0.0184790420686,,,,
2693,10.3052640454,7.1180558451,12.9765114139,1.33198126785,0.0467105281056,0.0132195844049,0.101093540783,0.027744032763,83.8819577116,83.8819577116,83.8819577116,
2706,9.8144003662,9.77801492466,9.85936656033,0.0159037710118,0.00171634864379,0.0,0.00439219805272,0.000763407198117,,,,
2711,9.84049673982,9.76775084065,9.88933994457,0.0324530207589,0.00241402121071,0.0010652645,0.0031957935,0.000964389416682,,,,
